time,type,x,y,velocity,angle,pos,
1.55,robot,-3.1208482938530278,-1.769752291993316,0,-0.4512701346692235,0,
1.555,path,-3.119305336511629,-1.773652206818328,-4.0,-0.4692017241913673,4.239999999999997,
1.555,robot,-3.1386767635786503,-1.7608375798641827,0,-0.4636690246901499,0,
1.56,path,-3.137088368259471,-1.764500222903549,-4.0,-0.48141503410969344,4.259999999999996,
1.56,robot,-3.1563923859856473,-1.7516997163754793,0,-0.476214050385283,0,
1.565,path,-3.1547576304954257,-1.7551304799223295,-4.0,-0.49377034584916224,4.279999999999996,
1.565,robot,-3.17399108256393,-1.742337578828983,0,-0.48890234548798683,0,
1.57,path,-3.172309109498867,-1.7455419252403932,-4.0,-0.5062646658209582,4.299999999999995,
1.57,robot,-3.191468727073629,-1.732750184736364,0,-0.5017307016535973,0,
1.575,path,-3.189738748537745,-1.7357336447812626,-4.0,-0.518894660553169,4.319999999999995,
1.575,robot,-3.208821152323421,-1.7229366991070065,0,-0.5146955618593987,0,
1.58,path,-3.207042454730505,-1.7257048700128625,-4.0,-0.5316566515086718,4.3399999999999945,
1.58,robot,-3.226044157494498,-1.7128964415154715,0,-0.5277930153751489,0,
1.585,path,-3.22421610641155,-1.7154549847023493,-4.0,-0.5445466115634607,4.359999999999994,
1.585,robot,-3.2431335159980317,-1.7026288928887452,0,-0.5410187944749245,0,
1.59,path,-3.2412555611630953,-1.7049835312716537,-4.0,-0.5575601634303373,4.379999999999994,
1.59,robot,-3.260084983849942,-1.692133701947145,0,-0.554368273183839,0,
1.595,path,-3.258156664082785,-1.694290216936101,-4.0,-0.570692579861074,4.399999999999993,
1.595,robot,-3.2768943085355766,-1.6814106912417828,0,-0.5678364678864137,0,
1.6,path,-3.274915256749056,-1.68337491927354,-4.0,-0.5839387861195462,4.419999999999993,
1.6,robot,-3.2935572383356364,-1.6704598627192697,0,-0.5814180403031896,0,
1.605,path,-3.291527186489512,-1.6722376913774757,-4.0,-0.5972933645643601,4.439999999999992,
1.605,robot,-3.310069532074121,-1.6592814027535854,0,-0.5951073026666334,0,
1.61,path,-3.307988316081489,-1.6608787664314595,-4.0,-0.6107505615578144,4.459999999999992,
1.61,robot,-3.3264269692438435,-1.6478756865825197,0,-0.6088982253170916,0,
1.615,path,-3.324294533750889,-1.6492985617028595,-4.0,-0.6243042966978649,4.4799999999999915,
1.615,robot,-3.3426253604576246,-1.6362432820907442,0,-0.6227844467116137,0,
1.62,path,-3.3404417635191086,-1.6374976818300082,-4.0,-0.6379481744958615,4.499999999999991,
1.62,robot,-3.3586605581678683,-1.6243849528822676,0,-0.63675928596785,0,
1.625,path,-3.3564259756858146,-1.6254769214588447,-4.0,-0.6516754983836308,4.519999999999991,
1.625,robot,-3.3745284675897222,-1.6123016605937412,0,-0.6508157578177153,0,
1.6300000000000001,path,-3.372243197571557,-1.6132372670477668,-4.0,-0.6654792871862254,4.53999999999999,
1.6300000000000001,robot,-3.3902250577593467,-1.5999945664003294,0,-0.6649465901056116,0,
1.635,path,-3.387889524272688,-1.6007798979284855,-4.0,-0.6793522938575243,4.55999999999999,
1.635,robot,-3.405746372652437,-1.587465031677255,0,-0.6791442436154936,0,
1.6400000000000001,path,-3.4033611294455426,-1.5881061865255808,-4.0,-0.6932870264665438,4.579999999999989,
1.6400000000000001,robot,-3.4210885422849526,-1.574714617785087,0,-0.6934009342072949,0,
1.645,path,-3.4186542760427696,-1.575217697706469,-4.0,-0.7072757713151936,4.599999999999989,
1.645,robot,-3.4362477937150984,-1.5617450849548529,0,-0.7077086571323,0,
1.6500000000000001,path,-3.4337653269017263,-1.5621161872596205,-4.0,-0.7213106180159232,4.619999999999989,
1.6500000000000001,robot,-3.4512204618634597,-1.548558390258513,0,-0.7220592133428603,0,
1.655,path,-3.448690755071728,-1.5488035995222769,-4.0,-0.735383486312474,4.639999999999988,
1.655,robot,-3.4660030000671433,-1.5351566846608526,0,-0.7364442375651321,0,
1.6600000000000001,path,-3.463427153881807,-1.5352820640880074,-4.0,-0.749486154504643,4.659999999999988,
1.6600000000000001,robot,-3.480591990284878,-1.5215423091559952,0,-0.7508552279837073,0,
1.665,path,-3.4779712465819514,-1.5215538916796212,-4.0,-0.7636102891546215,4.679999999999987,
1.665,robot,-3.494984152871071,-1.5077177900044674,0,-0.7652835771982109,0,
1.67,path,-3.4923198955404313,-1.5076215691557115,-4.0,-0.7777474758659175,4.699999999999987,
1.67,robot,-3.509176355840164,-1.4936858330948846,0,-0.7797206042293949,0,
1.675,path,-3.5064701108907057,-1.4934877537098008,-4.0,-0.7918892508207378,4.719999999999986,
1.675,robot,-3.5231656235466287,-1.4794493174651584,0,-0.7941575872445132,0,
1.68,path,-3.520419058574154,-1.4791552662873748,-4.0,-0.8060271327932247,4.739999999999986,
1.68,robot,-3.5369491447113908,-1.4650112880270842,0,-0.8085857967050996,0,
1.685,path,-3.534164067711088,-1.4646270842724765,-4.0,-0.8201526553287715,4.759999999999986,
1.685,robot,-3.550524279731922,-1.4503749475471528,0,-0.8229965286132666,0,
1.69,path,-3.5477026372466542,-1.44990633349655,-4.0,-0.8342573987836284,4.779999999999985,
1.69,robot,-3.563888567220695,-1.4355436479444317,0,-0.8373811375379033,0,
1.695,path,-3.561032441814415,-1.434996279641784,-4.0,-0.8483330219095291,4.799999999999985,
1.695,robot,-3.577039729724945,-1.420520880973865,0,-0.8517310690936521,0,
1.7,path,-3.574151336797579,-1.41990031908617,-4.0,-0.8623712927058804,4.819999999999984,
1.7,robot,-3.589975678589747,-1.4053102683687269,0,-0.8660378915858337,0,
1.705,path,-3.587057362541743,-1.4046219692795772,-4.0,-0.8763641182391648,4.839999999999984,
1.705,robot,-3.602694517935803,-1.389915551521451,0,-0.8802933265123063,0,
1.71,path,-3.59974874768225,-1.3891648587480918,-4.0,-0.8903035731454043,4.8599999999999834,
1.71,robot,-3.6151945477330734,-1.3743405807864089,0,-0.894489277631368,0,
1.715,path,-3.61222391163549,-1.3735327167335856,-4.0,-0.9041819266379942,4.879999999999983,
1.715,robot,-3.6274742659614923,-1.358589304488194,0,-0.908617858415716,0,
1.72,path,-3.6244814661608626,-1.3577293626583886,-4.0,-0.9179916677038751,4.899999999999983,
1.72,robot,-3.6395323698595354,-1.3426657577236174,0,-0.9226714175704412,0,
1.725,path,-3.6365202160881824,-1.3417586953908693,-4.0,-0.9317255283950407,4.919999999999982,
1.725,robot,-3.6513677562712217,-1.3265740510419757,0,-0.9366425625247322,0,
1.73,path,-3.6483391591598506,-1.3256246824745892,-4.0,-0.9453765049844041,4.939999999999982,
1.73,robot,-3.662979521111096,-1.3103183590893313,0,-0.950524180666107,0,
1.735,path,-3.659937485076457,-1.309331349315179,-4.0,-0.9589378769344119,4.959999999999981,
1.735,robot,-3.674366957975385,-1.2939029092972734,0,-0.9643094582713562,0,
1.74,path,-3.671314573696125,-1.2928827685097137,-4.0,-0.9724032234938296,4.979999999999981,
1.74,robot,-3.6855295559351817,-1.2773319706963706,0,-0.9779918969524558,0,
1.745,path,-3.6824699925061553,-1.2762830492825006,-4.0,-0.985766437956693,4.9999999999999805,
1.745,robot,-3.696466996554602,-1.2606098429265569,0,-0.9915653276609068,0,
1.75,path,-3.6934034933668167,-1.259536327153743,-4.0,-0.9990217395070129,5.01999999999998,
1.75,robot,-3.7071791501828266,-1.2437408455131087,0,-1.0050239221808237,0,
1.7550000000000001,path,-3.704115008580958,-1.2426467538993102,-4.0,-1.0121636826590485,5.03999999999998,
1.7550000000000001,robot,-3.7176660715740013,-1.2267293074707029,0,-1.0183622021298935,0,
1.76,path,-3.714604646361997,-1.2256184878287208,-4.0,-1.025187164350875,5.059999999999979,
1.76,robot,-3.7279279948930077,-1.2095795572905967,0,-1.0315750455364499,0,
1.7650000000000001,path,-3.7248726857445154,-1.2084556844486247,-4.0,-1.0380874287380504,5.079999999999979,
1.7650000000000001,robot,-3.7379653281681042,-1.192295913359601,0,-1.0446576910494962,0,
1.77,path,-3.7349195710010163,-1.1911624875475206,-4.0,-1.0508600697783166,5.099999999999978,
1.77,robot,-3.7477786472534413,-1.1748826748521914,0,-1.0576057398834258,0,
1.7750000000000001,path,-3.7447459055932537,-1.1737430207946704,-4.0,-1.063501031672402,5.119999999999978,
1.7750000000000001,robot,-3.757368689365549,-1.1573441131315136,0,-1.070415155572192,0,
1.78,path,-3.754352445813279,-1.1562013797194144,-4.0,-1.076006607404782,5.1399999999999775,
1.78,robot,-3.766736346257827,-1.1396844636832941,0,-1.0830822617903262,0,
1.7850000000000001,path,-3.763740094071313,-1.1385416242673982,-4.0,-1.0883734353921213,5.159999999999977,
1.7850000000000001,robot,-3.7758826570965036,-1.1219079186047256,0,-1.095603738255357,0,
1.79,path,-3.7729098918873936,-1.1207677719700277,-4.0,-1.1005984943805256,5.179999999999977,
1.79,robot,-3.7848088011001857,-1.104018619664164,0,-1.107976614862307,0,
1.795,path,-3.7818630128172863,-1.1028837914054623,-4.0,-1.1126790969777307,5.199999999999976,
1.795,robot,-3.7935160900023157,-1.0860206519321656,0,-1.120198264450898,0,
1.8,path,-3.7906007550844625,-1.084893596494126,-4.0,-1.124612881606443,5.219999999999976,
1.8,robot,-3.8020059603941623,-1.0679180379932753,0,-1.1322663939907973,0,
1.805,path,-3.799124534237027,-1.0668010411203033,-4.0,-1.1363978033945,5.239999999999975,
1.805,robot,-3.81027996600177,-1.0497147327288467,0,-1.1441790347164942,0,
1.81,path,-3.807435875700201,-1.0486099144225687,-4.0,-1.1480321239253648,5.259999999999975,
1.81,robot,-3.8183397699474777,-1.0314146186657465,0,-1.155934531136104,0,
1.815,path,-3.815536407419814,-1.0303239364311585,-4.0,-1.1595144002135438,5.2799999999999745,
1.815,robot,-3.826187137041954,-1.0130215018733948,0,-1.167531529289104,0,
1.82,path,-3.8234278524507537,-1.0119467544434697,-4.0,-1.170843472797686,5.299999999999974,
1.82,robot,-3.83382392614976,-0.9945391083984316,0,-1.178968964144453,0,
1.825,path,-3.831112021681849,-0.9934819397996599,-4.0,-1.1820184533099418,5.319999999999974,
1.825,robot,-3.8412520826664722,-0.9759710812147331,0,-1.1902460465064661,0,
1.83,path,-3.8385908067507906,-0.9749329849672264,-4.0,-1.1930387116959018,5.339999999999973,
1.83,robot,-3.8484736311408625,-0.9573209776623758,0,-1.2013622496064325,0,
1.835,path,-3.8458661729972152,-0.9563033013490538,-4.0,-1.203903862951286,5.359999999999973,
1.835,robot,-3.855490668072883,-0.9385922673580145,0,-1.2123172952425432,0,
1.84,path,-3.852940152630642,-0.9375962174525108,-4.0,-1.214613753709469,5.379999999999972,
1.84,robot,-3.862305354913134,-0.9197883305488795,0,-1.2231111398086034,0,
1.845,path,-3.8598148382048967,-0.9188149771854466,-4.0,-1.2251684489018642,5.399999999999972,
1.845,robot,-3.8689199112847255,-0.9009124568766841,0,-1.2337439604367009,0,
1.85,path,-3.866492376106344,-0.8999627390821032,-4.0,-1.235568218118523,5.4199999999999715,
1.85,robot,-3.875336608447658,-0.8819678445370007,0,-1.2442161408714054,0,
1.855,path,-3.8729749605224812,-0.8810425752290296,-4.0,-1.2458135224443128,5.439999999999971,
1.855,robot,-3.8815577630179887,-0.8629575997903607,0,-1.2545282578653236,0,
1.86,path,-3.8792648274554087,-0.8620574710770064,-4.0,-1.255905001165269,5.459999999999971,
1.86,robot,-3.8875857309551374,-0.8438847368104203,0,-1.264681067475425,0,
1.865,path,-3.885364249098418,-0.843010325273043,-4.0,-1.2658434588877139,5.47999999999997,
1.865,robot,-3.893422901824579,-0.8247521778346903,0,-1.2746754918118115,0,
1.87,path,-3.891275528462214,-0.8239039498081893,-4.0,-1.2756298529469188,5.49999999999997,
1.87,robot,-3.899071693341515,-0.8055627535916445,0,-1.2845126061105299,0,
1.875,path,-3.8970009942676747,-0.804741070423068,-4.0,-1.285265281174846,5.519999999999969,
1.875,robot,-3.904534546198454,-0.7863192039779762,0,-1.2941936261988662,0,
1.8800000000000001,path,-3.902542996093834,-0.7855243272947421,-4.0,-1.2947509700455306,5.539999999999969,
1.8800000000000001,robot,-3.9098139191775836,-0.767024178961738,0,-1.3037198963695482,0,
1.885,path,-3.907903899814592,-0.7662562758719211,-4.0,-1.3040882632876274,5.5599999999999685,
1.885,robot,-3.9149122845463245,-0.7476802396856828,0,-1.313092877752689,0,
1.8900000000000001,path,-3.91308608328575,-0.7469393879586992,-4.0,-1.3132786109288404,5.579999999999968,
1.8900000000000001,robot,-3.919832123733204,-0.7282898597490407,0,-1.3223141371470675,0,
1.895,path,-3.9180919323433425,-0.7275760527887398,-4.0,-1.3223235589051123,5.599999999999968,
1.895,robot,-3.924575923278613,-0.7088554266420438,0,-1.3313853364438901,0,
1.9000000000000001,path,-3.922923836980344,-0.7081685785464666,-4.0,-1.3312247390209304,5.619999999999967,
1.9000000000000001,robot,-3.929146171055782,-0.6893792433191959,0,-1.3403082224230274,0,
1.905,path,-3.92758418786405,-0.6887191936860133,-4.0,-1.3399838595677425,5.639999999999967,
1.905,robot,-3.9335453527534523,-0.6698635298848474,0,-1.3490846172326048,0,
1.9100000000000001,path,-3.9320753730596003,-0.6692300484997,-4.0,-1.3486026963786735,5.659999999999966,
1.9100000000000001,robot,-3.937775948612835,-0.6503104253763109,0,-1.357716409323854,0,
1.915,path,-3.936399774953956,-0.6497032169534684,-4.0,-1.3570830843120296,5.679999999999966,
1.915,robot,-3.9418404304109456,-0.6307219896315105,0,-1.3662055448318582,0,
1.92,path,-3.940559767508927,-0.6301406981679634,-4.0,-1.365426909424306,5.6999999999999655,
1.92,robot,-3.9457412586790266,-0.611100205216788,0,-1.374554019666132,0,
1.925,path,-3.9445577136335856,-0.6105444184042708,-4.0,-1.3736361014388594,5.719999999999965,
1.925,robot,-3.94948088014835,-0.5914469794101749,0,-1.382763871908268,0,
1.93,path,-3.948395962835405,-0.5909162328010771,-4.0,-1.3817126268251148,5.739999999999965,
1.93,robot,-3.9530617254119975,-0.5717641462210326,0,-1.3908371748360753,0,
1.935,path,-3.952076849020246,-0.5712579274117204,-4.0,-1.389658482235296,5.759999999999964,
1.935,robot,-3.9564862067936417,-0.5520534684398261,0,-1.3987760303152703,0,
1.94,path,-3.9556026885823,-0.551571220756272,-4.0,-1.3974756886019204,5.779999999999964,
1.94,robot,-3.9597567164106082,-0.5323166396971405,0,-1.4065825628664033,0,
1.945,path,-3.958975778536886,-0.531857766126747,-4.0,-1.4051662853722933,5.799999999999963,
1.945,robot,-3.9628756244244276,-0.5125552865374654,0,-1.4142589138727235,0,
1.95,path,-3.9621983949375883,-0.5121191533194567,-4.0,-1.4127323253991104,5.819999999999963,
1.95,robot,-3.9658452774659465,-0.4927709704874057,0,-1.421807236456755,0,
1.955,path,-3.9652727914186943,-0.4923569105595078,-4.0,-1.420175870152664,5.8399999999999626,
1.955,robot,-3.9686679972258463,-0.472965190114807,0,-1.4292296906841941,0,
1.96,path,-3.9682011978917493,-0.4725725064195101,-4.0,-1.4274989853154887,5.859999999999962,
1.96,robot,-3.9713460792007442,-0.45313938307216367,0,-1.436528439156465,0,
1.965,path,-3.9709858193874488,-0.4527673517238482,-4.0,-1.4347037367416036,5.879999999999962,
1.965,robot,-3.973881791585282,-0.4332949281184568,0,-1.4437056429732364,0,
1.97,path,-3.973628835033847,-0.4329428014328882,-4.0,-1.441792186761492,5.899999999999961,
1.97,robot,-3.976277374300899,-0.41343314711431844,0,-1.4507634580452498,0,
1.975,path,-3.9761323971539606,-0.41310015656913035,-4.0,-1.4487663907906914,5.919999999999961,
1.975,robot,-3.9785350381526245,-0.3935553069873835,0,-1.4577040317142222,0,
1.98,path,-3.978498630509644,-0.39324066590375195,-4.0,-1.4556283943211668,5.93999999999996,
1.98,robot,-3.9806569641042,-0.3736626216600101,0,-1.464529499760079,0,
1.985,path,-3.9807296316321823,-0.3733655277783945,-4.0,-1.4623802301410418,5.95999999999996,
1.985,robot,-3.9826453026640327,-0.353756253939485,0,-1.4712419836381139,0,
1.99,path,-3.982827468241836,-0.35347589204168317,-4.0,-1.469023915777667,5.97999999999996,
1.99,robot,-3.984502173374819,-0.33383731737082917,0,-1.4778435879408358,0,
1.995,path,-3.9847941788117778,-0.3335728615115352,-4.0,-1.4755614513433937,5.999999999999959,
1.995,robot,-3.9862296643970736,-0.3139068780417454,0,-1.4843363982668385,0,
2.0,path,-3.9866317721745603,-0.31365749379828545,-4.0,-1.481994817482322,6.019999999999959,
2.0,robot,-3.9878298321813683,-0.2939659563456474,0,-1.4907224791895999,0,
2.005,path,-3.988342227226031,-0.29373080296479626,-4.0,-1.4883259735818264,6.039999999999958,
2.005,robot,-3.989304701221849,-0.27401552869903656,0,-1.497003872492844,0,
2.0100000000000002,path,-3.989927492710095,-0.2737937610817325,-4.0,-1.4945568562103055,6.059999999999958,
2.0100000000000002,robot,-3.9906562638842598,-0.25405652921108524,0,-1.5031825956332072,0,
2.015,path,-3.991389487068797,-0.2538472997732819,-4.0,-1.5006893777347932,6.079999999999957,
2.015,robot,-3.9918864803025373,-0.23408985130540821,0,-1.5092606403830393,0,
2.02,path,-3.992730098355893,-0.23389231171622393,-4.0,-1.5067254251166338,6.099999999999957,
2.02,robot,-3.9929972783382177,-0.21411634929358137,0,-1.515239971651551,0,
2.025,path,-3.993951184196688,-0.21392965229412098,-4.0,-1.5126668588120964,6.119999999999957,
2.025,robot,-3.993990553598265,-0.19413683990387545,0,-1.5211225264099917,0,
2.0300000000000002,path,-3.9950545718372963,-0.19396014064227707,-4.0,-1.518515511993952,6.139999999999956,
2.0300000000000002,robot,-3.9948681695033774,-0.17415210375493761,0,-1.5269102129406142,0,
2.035,path,-3.99604205819349,-0.17398456141315188,-4.0,-1.5242731896832797,6.159999999999956,
2.035,robot,-3.9956319574059025,-0.1541628867887227,0,-1.532604909991762,0,
2.04,path,-3.996915409982289,-0.15400366588223546,-4.0,-1.5299416681936187,6.179999999999955,
2.04,robot,-3.9962837167497924,-0.1341699016517613,0,-1.5382084662481594,0,
2.045,path,-3.997676363872265,-0.1340181733874648,-4.0,-1.5355226945820855,6.199999999999955,
2.045,robot,-3.9968252152703627,-0.11417382903224929,0,-1.5437226998059008,0,
2.05,path,-3.9983266266844764,-0.11402877240438447,-4.0,-1.541017986299849,6.2199999999999545,
2.05,robot,-3.9972581892283405,-0.09417531894781983,0,-1.5491493978479016,0,
2.055,path,-3.998867875612313,-0.09403612190011579,-4.0,-1.546429230850376,6.239999999999954,
2.055,robot,-3.9975843436762486,-0.07417499199060926,0,-1.5544903163250787,0,
2.06,path,-3.9993017584781163,-0.07404085249904724,-4.0,-1.5517580855800572,6.259999999999954,
2.06,robot,-3.9978053527530233,-0.054173440527794575,0,-1.559747179770103,0,
2.065,path,-3.9996298940178967,-0.0540435674541353,-4.0,-1.5570061775905044,6.279999999999953,
2.065,robot,-3.997922860002962,-0.0341712298558595,0,-1.5649216812329159,0,
2.07,path,-3.9998538721815717,-0.03404484390544216,-4.0,-1.5621751036374008,6.299999999999953,
2.07,robot,-3.99793847871781,-0.014168899315441467,0,-1.5700154822007293,0,
2.075,path,-3.999975254459978,-0.014045233854804495,-4.0,-1.56726643016251,6.319999999999952,
2.075,robot,-3.9978537922980495,0.005833036636589524,0,-1.575030212651702,0,
2.08,path,-3.9999956205105565,0.005914734933342049,-4.0,-1.5722782973055338,6.339999999999952,
2.08,robot,-3.997670430062651,0.025833389059838043,0,-1.5799640201684213,0,
2.085,path,-3.9999155061947618,0.025914553137007038,-4.0,-1.5773385184868953,6.3599999999999515,
2.085,robot,-3.9973874139678687,0.045832376686646914,0,-1.5849469032911674,0,
2.09,path,-3.9997334227221297,0.04591370231161042,-4.0,-1.582475711048362,6.379999999999951,
2.09,robot,-3.997003189468355,0.06582946702546363,0,-1.5900079831404224,0,
2.095,path,-3.999447820074942,0.06591164031168792,-4.0,-1.587691429107176,6.399999999999951,
2.095,robot,-3.9965161732720347,0.08582409991109696,0,-1.5951488578466417,0,
2.1,path,-3.9990571199124196,0.0859078003970424,-4.0,-1.592987257105027,6.41999999999995,
2.1,robot,-3.995924752979908,0.10581568964624005,0,-1.6003711558742117,0,
2.105,path,-3.9985597152387564,0.1059015900591069,-4.0,-1.5983648098098104,6.43999999999995,
2.105,robot,-3.9952272867744356,0.12580362392828037,0,-1.6056765360328114,0,
2.11,path,-3.99795397009174,0.12589238991190246,-4.0,-1.6038257322778797,6.459999999999949,
2.11,robot,-3.9944221031294664,0.14578726273537768,0,-1.6110666874490136,0,
2.115,path,-3.997238219251157,0.14587955263707036,-4.0,-1.609371699770172,6.479999999999949,
2.115,robot,-3.9935075005439,0.1657659371725452,0,-1.6165433294913756,0,
2.12,path,-3.9964107679659797,0.16586240198631774,-4.0,-1.6150044176188931,6.4999999999999485,
2.12,robot,-3.9924817473013543,0.18573894827856785,0,-1.6221082116456162,0,
2.125,path,-3.99546989173054,0.18584023121566018,-4.0,-1.6207256208597611,6.519999999999948,
2.125,robot,-3.9913430812624937,0.20570556578378535,0,-1.6277631131516639,0,
2.13,path,-3.994413836064325,0.20581230220208693,-4.0,-1.6265370739715603,6.539999999999948,
2.13,robot,-3.9900897096887658,0.22566502683076878,0,-1.6335098427501982,0,
2.1350000000000002,path,-3.9932408163380795,0.22577784413228508,-4.0,-1.632440570406514,6.559999999999947,
2.1350000000000002,robot,-3.9887198091036615,0.24561653465048472,0,-1.6393502382166525,0,
2.14,path,-3.991949017656691,0.24573605189302078,-4.0,-1.6384379319288902,6.579999999999947,
2.14,robot,-3.9872315251974073,0.2655592571890927,0,-1.6452861657003341,0,
2.145,path,-3.990536594746785,0.2656860850710856,-4.0,-1.6445310080222768,6.599999999999946,
2.145,robot,-3.985622972774679,0.2854923256964675,0,-1.6513195191336005,0,
2.15,path,-3.989001671921902,0.28562706635869345,-4.0,-1.6507216750003462,6.619999999999946,
2.15,robot,-3.983892235753789,0.3054148332666179,0,-1.6574522193394157,0,
2.1550000000000002,path,-3.987342343089376,0.30555808010593594,-4.0,-1.6570118350262941,6.6399999999999455,
2.1550000000000002,robot,-3.9820373672208818,0.32532583333340936,0,-1.6636862130459975,0,
2.16,path,-3.9855566718123088,0.32547817084043673,-4.0,-1.6634034149771022,6.659999999999945,
2.16,robot,-3.9800563895442065,0.34522433812201303,0,-1.6700234717434839,0,
2.165,path,-3.98364269141829,0.3453863418859652,-4.0,-1.6698983651832293,6.679999999999945,
2.165,robot,-3.977947294552727,0.36510931705900357,0,-1.6764659904136539,0,
2.17,path,-3.9815984052274036,0.36528155338584206,-4.0,-1.6764986578032328,6.699999999999944,
2.17,robot,-3.9757080437895405,0.3849796951322894,0,-1.6830157858877484,0,
2.1750000000000003,path,-3.9794217867657578,0.38516272119798567,-4.0,-1.6832062852960483,6.719999999999944,
2.1750000000000003,robot,-3.973336568838569,0.40483435121778544,0,-1.689674895303336,0,
2.18,path,-3.9771107801620524,0.4050287147050921,-4.0,-1.6900232583345511,6.739999999999943,
2.18,robot,-3.970830771740004,0.4246721163560866,0,-1.69644537399177,0,
2.185,path,-3.9746633005196452,0.42487835562424703,-4.0,-1.6969516038356973,6.759999999999943,
2.185,robot,-3.9681885254922356,0.4444917719989242,0,-1.7033292934836683,0,
2.19,path,-3.972077234496835,0.44471041575405457,-4.0,-1.7039933623945558,6.7799999999999425,
2.19,robot,-3.965407674656766,0.4642920482098386,0,-1.7103287389064543,0,
2.195,path,-3.969350440874644,0.46452361563560385,-4.0,-1.7111505857812084,6.799999999999942,
2.195,robot,-3.9624860360649303,0.484071621838133,0,-1.71744580644486,0,
2.2,path,-3.96648075132831,0.48431662240477324,-4.0,-1.718425333884186,6.819999999999942,
2.2,robot,-3.9594213996416787,0.5038291146558419,0,-1.724682600236389,0,
2.205,path,-3.9634659712317637,0.5040880482374014,-4.0,-1.7258196715757546,6.839999999999941,
2.205,robot,-3.9562115293486375,0.5235630914721443,0,-1.7320412291856437,0,
2.21,path,-3.960303880670366,0.5238364481738533,-4.0,-1.7333356650412854,6.859999999999941,
2.21,robot,-3.9528541642610406,0.5432720582193107,0,-1.7395238032308549,0,
2.215,path,-3.9569922355018816,0.5435603184939124,-4.0,-1.7409753779822417,6.87999999999994,
2.215,robot,-3.949347019781568,0.5629544600249683,0,-1.7471324294795723,0,
2.22,path,-3.9535287686153215,0.5632580946915964,-4.0,-1.7487408673208185,6.89999999999994,
2.22,robot,-3.9456877890042152,0.5826086792697653,0,-1.7548692078341435,0,
2.225,path,-3.9499111913248965,0.5829281495502093,-4.0,-1.7566341785692465,6.9199999999999395,
2.225,robot,-3.9418741442365137,0.6022330336388082,0,-1.7627362262727166,0,
2.23,path,-3.946137194924098,0.6025687912136253,-4.0,-1.7646573408047486,6.939999999999939,
2.23,robot,-3.9379037386897315,0.6218257741741682,0,-1.7707355557252424,0,
2.235,path,-3.9422044523878026,0.6221782613669267,-4.0,-1.7728123612762285,6.959999999999939,
2.235,robot,-3.9337742083455445,0.6413850833384067,0,-1.7788692445706522,0,
2.24,path,-3.9381106203056566,0.6417547331601221,-4.0,-1.78110121947066,6.979999999999938,
2.24,robot,-3.929483174012242,0.660909073093707,0,-1.7871393125793675,0,
2.245,path,-3.933853340932834,0.6612963095134157,-4.0,-1.7895258608819287,6.999999999999938,
2.245,robot,-3.9250282435760004,0.6803957830128123,0,-1.7955477445482306,0,
2.25,path,-3.929430244505678,0.6808010211230398,-4.0,-1.7980881901800112,7.019999999999937,
2.25,robot,-3.9204070144610674,0.6998431784273771,0,-1.804096483319287,0,
2.255,path,-3.9248389517405022,0.700266824644219,-4.0,-1.8067900639584495,7.039999999999937,
2.255,robot,-3.915617076306942,0.7192491486282993,0,-1.81278742236344,0,
2.2600000000000002,path,-3.9200770765242448,0.7196916010334256,-4.0,-1.8156332830417892,7.0599999999999365,
2.2600000000000002,robot,-3.9106560138705073,0.7386115051331987,0,-1.8216223979098298,0,
2.265,path,-3.915142228873984,0.7390731537749283,-4.0,-1.824619584214835,7.079999999999936,
2.265,robot,-3.9055214101645443,0.7579279800325897,0,-1.830603180479513,0,
2.27,path,-3.9100320181004276,0.7584092073249968,-4.0,-1.8337506315084138,7.099999999999936,
2.27,robot,-3.9002108498392993,0.7771962244328203,0,-1.8397314659604163,0,
2.275,path,-3.904744056248054,0.7776974055259899,-4.0,-1.8430280069187308,7.119999999999935,
2.275,robot,-3.894721922816739,0.7964138070107416,0,-1.8490088660976949,0,
2.2800000000000002,path,-3.899275961730866,0.7969353103442871,-4.0,-1.8524532007199674,7.139999999999935,
2.2800000000000002,robot,-3.889052228181433,0.8155782127018156,0,-1.8584368985620703,0,
2.285,path,-3.8936253633103286,0.8161204004337654,-4.0,-1.862027601128693,7.159999999999934,
2.285,robot,-3.883199378338548,0.8346868415361893,0,-1.868016976349309,0,
2.29,path,-3.8877899042422266,0.8352500701923253,-4.0,-1.8717524836435597,7.179999999999934,
2.29,robot,-3.8771610034386326,0.8537370076490002,0,-1.8777503968408493,0,
2.295,path,-3.8817672467678825,0.8543216287213742,-4.0,-1.8816289997798705,7.199999999999934,
2.295,robot,-3.8709347560765623,0.87272593848244,0,-1.8876383302390154,0,
2.3000000000000003,path,-3.8755550768086016,0.8733322992040556,-4.0,-1.8916581654672804,7.219999999999933,
2.3000000000000003,robot,-3.8645183162627994,0.8916507742061334,0,-1.8976818076507054,0,
2.305,path,-3.8691511090233233,0.8922792182126922,-4.0,-1.9018408488781766,7.239999999999933,
2.305,robot,-3.8579093966714355,0.910508567375227,0,-1.907881708582075,0,
2.31,path,-3.8625530920170337,0.9111594356292263,-4.0,-1.9121777580694843,7.259999999999932,
2.31,robot,-3.8511057481565434,0.9292962828568984,0,-1.918238748235439,0,
2.315,path,-3.8557588139167778,0.9299699145230685,-4.0,-1.9226694281277288,7.279999999999932,
